moqui.basic.LocalizedMessage,seed
zh,Ref/Check Number,付款参考代码
zh,Referrer,推荐人
zh,Refund Amount,退款金额
zh,Refund Credit Trans,退款凭证
zh,Refund For Payment ${payment.refundForPaymentId},账单${payment.refundForPaymentId}的退款单
zh,Refund Payment,退款付款单
zh,Refund Payment #${paymentId},退款单#${paymentId}
zh,Refund Payments,退款付款单
zh,Registrations,注册
zh,Regulatory Agency,监管机构
zh,Reject Quote Request,拒绝报价请求
zh,Rejection Reason,拒收原因
zh,Rem,剩余
zh,"Rem ${ec.l10n.formatCurrency(pstats.clientBudgetRemaining, project.costUomId, 2)}","剩余${ec.l10n.formatCurrency(pstats.clientBudgetRemaining, project.costUomId, 2)}"
zh,Remaining,剩余
zh,Remaining (d),剩余天数
zh,Remaining (h),剩余小时
zh,Remaining Hours,剩余小时
zh,Remaining Hours:,剩余小时:
zh,Remote,远端
zh,Remove,移除
zh,Remove Address?,删除地址？
zh,Remove All from Category,从分类移除产品
zh,Remove Feature from All,移除产品特征
zh,Remove all Shipments in the Input and Scheduled statuses and set Picklist status to Complete (or Cancelled if no remaining Shipments or all remaining are Cancelled)?,删除输入和计划中的所有运单并将拣货单状态设置为完成（如果没有剩余运单或所有剩余运单都被取消，拣货清单则被设置为已取消）？
zh,Remove from Load,移除设备
zh,Render Mode,渲染模式
zh,Rental Asset,租赁资产
zh,Rental Return Shipment,租赁归还入库单
zh,Rental Return Shipment List,租赁归还入库单列表
zh,Rental Shipment,租赁出库单
zh,Rental Shipment List,租赁出库单列表
zh,Reorder Quantity,再订购数量
zh,Repeat,重复
zh,Repeat Count,重复次数
zh,Replacement Order,换货订单
zh,Replacement Product,换货
zh,Reply,回复
zh,Report Builder,报表设计器
zh,Report List,报表查询
zh,Reporter,记者
zh,Reports,报表
zh,ReportsTitle,报表
zh,Req PW Change,需要修改密码
zh,Request ${requestId},审批${requestId}
zh,Request #${requestId},审批#${requestId}
zh,Request Date,审批日期
zh,Request ID,审批ID
zh,Request List,审批列表
zh,Request Name,审批名称
zh,Request Status,审批状态
zh,Request Type,审批类型
zh,RequestTitle,审批管理
zh,Requests,审批
zh,Requests (${requestCount}),审批(${requestCount})
zh,Require Authc Factor,需要验证因子
zh,Require Customer Role,需要客户角色
zh,Require Inventory,需要库存
zh,Require Inventory Location,需要库存位置
zh,Require Password Change,要求修改密码
zh,Required By,要求日期
zh,Required By Date,要求日期
zh,"Res: ${ec.l10n.format(existingRes.quantity, null)}, Not Avail: ${ec.l10n.format(existingRes.quantityNotAvailable, null)}, Not Issued: ${ec.l10n.format(existingRes.quantityNotIssued, null)}","预约: ${ec.l10n.format(existingRes.quantity, null)}, 不可用: ${ec.l10n.format(existingRes.quantityNotAvailable, null)}, 未发货: ${ec.l10n.format(existingRes.quantityNotIssued, null)}"
zh,Res Cnt,预约次数
zh,Res Qty,预约数量
zh,Reserve,预约
zh,Reservation,预约
zh,Reservation Auto Type,库存预约类型
zh,Reservations,预约
zh,Reserve Assets,预约资产
zh,Reset Pkg,重新装箱
zh,Reset Reservations,重置预约
zh,Reset Selections,重置选择
zh,Reset to Default,重置到默认
zh,Reset & Email Password,重置并发送密码
zh,Resolution,解决
zh,Resolution:,解决:
zh,Resource Finder,资源管理器
zh,Resp Code,响应代码
zh,Response,响应
zh,Response Amount,响应数量
zh,Response Date,响应日期
zh,Response Required Date,要求答复日期
zh,Response Stats,响应统计
zh,Responses,响应
zh,Restrict Update,限制修改
zh,Restrict View,限制查看
zh,Results for ID '${lookupId}',ID'${lookupId}'的查找结果
zh,"Results match any of Hours Past ETA, Days Since Packed, and Days Since Last Track (OR) and must match all other options selected (AND)",结果与 ETA 过去的小时数、打包后的天数和上次跟踪后的天数 (OR) 中的任何一个匹配，并且必须匹配所选的所有其他选项 (AND)
zh,Ret Amount,退货数量
zh,Ret Label,退货标签
zh,Ret Message,退货消息
zh,Ret Status,退货状态
zh,Ret Tracking,退货追踪
zh,Return ${returnId},退货单${returnId}
zh,Return Display,退货显示
zh,Return ID,退货ID
zh,Return Item,退货条目
zh,Return Price,退货价格
zh,Return Quantity,退货数量
zh,Return Shipments,退货运单
zh,Return Shipment #${shipmentId},退货运单#${shipmentId}
zh,Return Tracking,退货跟踪
zh,Return Tracking Status,退货跟踪状态
zh,Return Type,退货类型
zh,Return to Customer List,返回客户列表
zh,Return to Find Facility,返回设施查询
zh,Return to Find Invoice,返回账单查询
zh,Return to Find Order,返回订单查询
zh,Return to Find Party,返回参与方查询
zh,Return to Find Product,返回产品查询
zh,Return to Find Product Store,返回店铺查询
zh,Return to Find Request,返回审批查询
zh,Return to Find Shipment,返回运单查询
zh,Return to Find Supplier,返回供应商查询
zh,Return to Find Payment,返回付款单查询
zh,Return to Product List,返回产品列表
zh,Return to Find Production Run,返回生产订单查询
zh,Return to Sales Order List,返回销售订单列表
zh,Returns,退货
zh,Reunion,团圆
zh,Rev,版本
zh,Rev By,被冲销
zh,Rev Of,冲销
zh,Role,角色
zh,Role Type,角色类型
zh,Role Type ID,角色类型ID
zh,Roles,角色
zh,"Roles applied directly describe how the system should treat the Party, or what the Party is to users of the system.",应用直接角色会影响系统应该如何对待当事人，或者当事人在系统中是什么样的用户。
zh,Romania,罗马尼亚
zh,Root Page Directory,根页面目录
zh,Root Page Location,根页面位置
zh,Root Page Override,根页面覆盖
zh,Routing #,路由号码
zh,Run,运行
zh,Run Date,运行日期
zh,Run ID,运行ID
zh,Run Pick PDF,生产拣货PDF
zh,Run Products,生产产品
zh,Run Report,运行报表
zh,Runs,运行
zh,Russian Federation,俄罗斯联邦
zh,Rwanda,卢旺达
zh,SCA Code,SCA代码
zh,SMTP Host is empty for EmailServer [${emailServer.emailServerId}],邮件服务器EmailServer [${emailServer.emailServerId}]设置中的SMTP主机不能为空
zh,Snapshots,快照
zh,SQL Runner,SQL运行器
zh,Saint Kitts And Nevis,圣基茨和尼维斯
zh,Saint Lucia,圣卢西亚
zh,Saint Vincent And The Grenadines,圣文森特和格林纳丁斯
zh,Sales <strong>Orders</strong> &amp; Quotes,销售<strong>订单</strong>与报价
zh,Sales <strong>Shipments</strong>,销售<strong>运单</strong>
zh,Sales Account,客户
zh,Sales Account Contacts,客户联系人
zh,Sales Account Lead,销售客户主管
zh,Sales Analysis,销售分析
zh,Sales Analysis Report,销售分析报告
zh,Sales Channel,销售渠道
zh,Sales Contact,销售联系人
zh,Sales Discontinue,下架日期
zh,Sales Intro,上架日期
zh,Sales Invoice Analysis,销售账单分析
zh,Sales Invoices by Invoice Date,销售订单按账单日期
zh,Sales Item Type,销售明细类型
zh,Sales Opportunity List,销售机会列表
zh,Sales Order,销售订单
zh,Sales Order Analysis,销售订单分析
zh,Sales Order List,订单列表
zh,Sales Order Part 01,销售订单拆单01
zh,Sales Orders,销售订单
zh,Sales Orders & Quotes,销售订单与报价
zh,Sales Orders (${customerOrderPartCount}),销售订单(${customerOrderPartCount})
zh,Sales Orders by Placed Date,销售订单按订购日期
zh,Sales Representative,销售代表
zh,Sales Return Shipment List,销售退货入库单列表
zh,Sales Returns & RMA,销售退货
zh,Sales Shipment List,销售出库单列表
zh,Sales Summary,销售统计
zh,Sales Summary Charts,销售统计图表
zh,"Sales Summary for ${intervalCount?:13} ${[d:'Days', w:'Weeks', M:'Months', q:'Quarters', y:'Years'].get(interval?:'w')}${thruDate ? ' thru ' + ec.l10n.format(thruDate, 'dd MMM yyyy') : ''}${maPeriods ? ' with ' + maPeriods + ' Period MA' : ''}","销售统计${intervalCount?:13} ${[d:'天', w:'周', M:'月', q:'季度', y:'年'].get(interval?:'w')}${thruDate ? ' thru ' + ec.l10n.format(thruDate, 'dd MMM yyyy') : ''}${maPeriods ? ' with ' + maPeriods + ' Period MA' : ''}"
zh,Sales and Invoice Reports,销售与账单报告
zh,SalesOpportunityTitle,销售机会
zh,SalesOrderTitle,销售管理
zh,Salvage Value,残值
zh,Same,相同
zh,Samoa,萨摩亚
zh,San Marino,圣马力诺
zh,Sao Tome And Principe,圣多美和普林西比
zh,Saudi Arabia,沙特阿拉伯
zh,Save,保存
zh,Save Columns,保存列
zh,Save New Find,保存新的查找
zh,Save to Filename,保存文件名
zh,Saved Find,已保存查找
zh,Saved Finds,已保存查找
zh,Saving,保存中...
zh,"Scan Asset, Cont, Loc, Prod",扫描资产、容器、位置、产品
zh,"Scan Asset, Cont, Loc, or Prod",扫描资产、容器、位置、产品
zh,"Scan Asset, Container, Location, Product",扫描资产，容器，位置，产品
zh,Scan From Location,扫码从位置
zh,Scan Location,扫码位置
zh,Scan Product,扫码产品
zh,"Scan Prod, Loc, Cont",扫码产品、库位、容器
zh,Scan Shipment ID,扫码运单ID
zh,Scan To Location,扫码目的库位
zh,Schedule,计划
zh,Scheduled Finds,定时查询
zh,Scheduled Maintenance,维护计划
zh,Search + Lookup by ID,全文检索+ID查询
zh,Search Any Field,检索任意字段
zh,Search Products,产品检索
zh,Search Projects,项目检索
zh,Search Results,查找结果
zh,Search String Reference,搜索字符串参考
zh,Search Vendors,搜索供应商
zh,Search or Lookup by ID,全文检索或查找ID
zh,SearchProductsTitle,批处理
zh,Security,安全
zh,Security Groups,安全组
zh,Select,选择
zh,Select Address,选择地址
zh,Select Asset,选择资产
zh,Select Email,选择邮箱
zh,Select Find,选择查询
zh,Select Move,选择移动
zh,Select Phone,选择电话
zh,Select Setting,选择
zh,Select Store Setting,选择店铺配置
zh,Select a Report,选择一个报表
zh,"Select an existing Lot, for new enter Lot Number (and Dates) below",选择一个现有的批次。如创建新批次，请在下方的文本框输入批号，并选择制造日期与过期日期。
zh,Selectable Features,可选特征
zh,Selected Method,选择的方法
zh,Send,发送
zh,Send & Apply,发送并核销
zh,Send &amp; Apply,发送并核销
zh,Send Email,发邮件
zh,Send Invoice Email,发账单邮件
zh,Send Message,发消息
zh,Send Past Due Email,发过期邮件
zh,Senegal,塞内加尔
zh,Sent Date,发送日期
zh,Seq,顺序
zh,Seq #,顺序
zh,Seq Num,顺序
zh,Sequence,顺序
zh,Sequence Num,顺序
zh,Serbia,塞尔维亚
zh,Serial Number,序列号
zh,Server Admin,服务器管理
zh,Server Host,服务器主机
zh,Server Port,服务器端口
zh,Service Job List,服务任务列表
zh,Service Jobs,服务任务
zh,Services,服务
zh,Set,设置
zh,Set Assignee,设置指派人
zh,Set Authorized,设置为已验证
zh,Set Classification,设置
zh,Set Delivered,设置为已送达
zh,Set Packed,设置为已打包
zh,Set Packed (Un-Ship),设置为已打包（未发货）
zh,Set Picked,设置为已拣货
zh,Set Quantities,设定数量
zh,Set Requested,设置为已申请
zh,Set Scheduled,设置为已安排
zh,Set Shipped,设置为已发货
zh,Set Shipped (Un-deliver),设置为已发货(未送达)
zh,Set Shipping Address and Method,设置配送地址与方法
zh,Set WH,设定仓库
zh,Set as Delivered?,确定设置为已送达吗？
zh,Set as Delivered and generate invoice for order items if needed?,确定设置为已送达并同时为订单生产账单吗？
zh,Set to Delivered? No additional items may be received once Delivered.,确定设置为已送达吗？不会有额外的条目被接收或发送。
zh,Set to Y to show all Carrier Shipment Methods on Shipments instead of only Shipping Options for this Store,设置为Y显示所有的配送方式，否则只显示此店铺配置的配送方式。
zh,Set trust level back to New?,设置信任级别为新？
zh,Set as Shipped? If a Shipment Shipped email is configured it will be sent to the Customer.,确定设置为已发送吗？如果运单邮箱被设置怎会给客户发送邮件？
zh,Setting Type,设置类型
zh,Settings,设置
zh,Settlement Date,结算日期
zh,Settlement Term,付款条款
zh,Setup,设置
zh,Seychelles,塞舌尔
zh,Shaanxi,陕西省
zh,Shandong,山东省
zh,Shanghai,上海市
zh,Shanxi,山西省
zh,Shareholder,股东
zh,Ship After,指定日期后
zh,Ship After Date,指定日期之后发货
zh,Ship Before,指定日期前
zh,Ship Before Date,指定日期之后发货
zh,Ship By,承运方
zh,Ship Calc,计算运费
zh,Ship Cost,运费
zh,Ship Insure Reqd,需要运费险
zh,Ship Method,配送方式
zh,Ship To,配送至
zh,Ship Work Effort ID,运送任务
zh,Shipment,运单
zh,Shipment ${shipmentId},运单${shipmentId}
zh,Shipment Clerk,装运文员
zh,Shipment Destination Address,收货地址
zh,Shipment From Party,发货人
zh,Shipment Gateway,运输网关
zh,Shipment ID,运单ID
zh,Shipment Insert,装箱单
zh,Shipment Items,运单条目
zh,Shipment Method,配送方式
zh,Shipment Origin Address,发货地址
zh,Shipment Package Summary,包裹概要
zh,Shipment To Party,收货人
zh,ShipmentTitle,出库入库
zh,Shipments From,运单从
zh,Shipments In,进货量
zh,Shipments Out,出货量
zh,Shipments To,出库单
zh,Shipments To (${toShipmentCount}),发货单(${toShipmentCount})
zh,Shipping,配货
zh,Shipping - Pick & Pack,运输 - 拣货与打包
zh,Shipping Address,配送地址
zh,Shipping Address and Method,配送地址与方法
zh,Shipping Gateway,运输网关
zh,Shipping Gateways,运输网关
zh,Shipping Instructions,运输指示
zh,Shipping Options,配送选项
zh,Shipping Phone,电话
zh,ShippingTitle,拣货管理
zh,Show Details,显示详情
zh,Show Invoiced,显示已开票的
zh,Show Reverses,显示反转
zh,Show summary records with zero QOH and ATP,显示QOH与ATP为0的记录
zh,Sichuan,四川省
zh,Sierra Leone,塞拉利昂
zh,Sign in,登录
zh,Sign Req.,签名类型
zh,Signature Required Type,需要签名类型
zh,Singapore,新加坡
zh,Size UOM,容量单位
zh,Size/UOM,容量单位
zh,Slow Hits,低速的点击
zh,Slovakia (slovak Republic),斯洛伐克（斯洛伐克共和国）
zh,Slovenia,斯洛文尼亚
zh,Small Image,小图片
zh,Soft Identifier,软标识符
zh,Software Publishers,软件出版商
zh,Solomon Islands,所罗门群岛
zh,Somalia,索马里
zh,Source,源
zh,South Africa,南非
zh,South Georgia And The South Sandwich Islands,南乔治亚岛和南桑威奇群岛
zh,Space,空间
zh,Space ID,空间ID
zh,Spain,西班牙
zh,Speed Test,速度测试
zh,Sponsor,赞助
zh,Sri Lanka,斯里兰卡
zh,St. Helena,圣赫勒拿
zh,St. Pierre And Miquelon,圣皮埃尔和密克隆
zh,Standard Cost,标准成本
zh,Start Date,开始日期
zh,Starting,开始
zh,Statement PDF,对账单PDF
zh,Status,状态
zh,Status:,状态:
zh,Status Flow,状态流
zh,Status History,状态历史
zh,Status ID,状态ID
zh,Status by Receipt,状态按接收
zh,Status:,状态:
zh,Status: ${workEffort.status?.description ?: statusId},状态: ${workEffort.status?.description ?: statusId}
zh,Stocker,装料工
zh,Store,店铺
zh,Store Category Type,店铺分类类型
zh,Store Domain,店铺域名
zh,Stored At,存放
zh,Stores,店铺
zh,Sub Period Type,子期间类型
zh,Subject,主题
zh,Submit,提交
zh,Subscriber,订户
zh,Subsidiary,子公司
zh,Successful,成功
zh,Sudan,苏丹
zh,Summary,概要
zh,Summary Options,销售统计过滤器
zh,"Summary for Milestone ""${milestoneWorkEffort.workEffortName}"" - ${milestoneWorkEffortId}","里程碑概要 ""${milestoneWorkEffort.workEffortName}"" - ${milestoneWorkEffortId}"
zh,Summary for Milestone &quot;${milestoneWorkEffort.workEffortName}&quot; - ${milestoneWorkEffortId},里程碑概要 &quot;${milestoneWorkEffort.workEffortName}&quot; - ${milestoneWorkEffortId}
zh,Supplier <strong>Payments</strong>,供应商<strong>付款单</strong>
zh,Supplier Agent,供应商代理
zh,Supplier Credit Memos,供应商红字发票
zh,Supplier Return Shipments,供应商退货入库单
zh,SupplierTitle,供应商管理
zh,Suppliers,供应商
zh,Suriname,苏里南
zh,Survey Form Preview,调查表单预览
zh,Survey ID,调查ID
zh,Survey Response ID,调查响应ID
zh,Surveys,调查问卷
zh,Svalbard And Jan Mayen Islands,斯瓦尔巴和扬马延群岛
zh,Swaziland,斯威士兰
zh,Sweden,瑞典
zh,Switzerland,瑞士
zh,Syrian Arab Republic,阿拉伯叙利亚共和国
zh,System Administrator,系统管理员
zh,System Architect,系统架构师
zh,System Email,系统邮箱
zh,System Information,系统信息
zh,System Message List,系统消息列表
zh,System Messages,系统消息
zh,SystemTitle,系统管理
zh,Sys-Sys Messages,系统消息
zh,TX,账目
zh,TX Date,凭证日期
zh,TX Entries,账目
zh,TX ID,凭证ID
zh,TX Type,凭证类型
zh,Taiwan,台湾省
zh,Tajikistan,塔吉克斯坦
zh,"Tanzania, United Republic Of",坦桑尼亚联合共和国
zh,Tarpits (Use Velocity Limits),捕获(使用速度限制)
zh,Tarpit Locks (Velocity Limits Reached),捕获锁定(达到速度限制)
zh,Task ID,任务ID
zh,Task Name,任务名
zh,Task Summary,任务概要
zh,Task Time Entries,任务工时记录
zh,TaskTitle,任务
zh,Tasks,任务
zh,Tasks by Top Level,按顶级任务
zh,Tax Authority,税务机关
zh,Tax Calc,计算税费
zh,Tax Form,税表
zh,Tax Gateway,税费网关
zh,Team,团队
zh,Teams,团队
zh,Terminate Date,终止日期
zh,Text,文本
zh,Text Search,查询
zh,Thailand,泰国
zh,Their Invoice,对方发票
zh,Their Order,对方订单
zh,Their Order Date,对方订单日期
zh,Their Order ID,对方订单ID
zh,These Roles enable system functionality when directly applied to a Party.,这些直接角色会触发系统的某些功能
zh,This,当
zh,This party has data merged from parties:,此参与方已合并自
zh,This party was merged into ${party.mergedToPartyId},此参与方已被合并到${party.mergedToPartyId}
zh,"This will update all GL transactions for this Asset including receipt, issuance, and physical inventory changes.",这将更新此资产的所有 GL 交易，包括收货、发货和实物库存更改。
zh,Thread,线索
zh,Thru,到
zh,Thru Date,终止日期
zh,Tianjin,天津市
zh,Time,考勤
zh,Time Entries,工时记录
zh,Time Period,会计期间
zh,Time Periods,会计期间
zh,Time Zone,时区
zh,TimePeriodTitle,会计期间
zh,Title,标题
zh,To,到
zh,To Address,收件人
zh,To Addresses,收件人
zh,To assign check numbers select a bank account in From Payment Method (in Find Options).,要分配支票编号，请在“从付款方式”（在“查找选项”中）中选择一个银行帐户。
zh,To Cancel,将取消
zh,To Container,目的容器
zh,To get results an option other than Actual Date and Status is required,需要实际日期和状态或其他查询条件才能得倒结果
zh,To Location,目的位置
zh,To Name,收件人
zh,To Party,到
zh,To Payment Method,到支付方法
zh,To Pool,目的池
zh,To Role,到角色
zh,Togo,多哥
zh,Tokelau,托克劳
zh,Tonga,汤加
zh,Tools,工具
zh,"Top Products Ordered (${[d:'Day', w:'Week', M:'Month', q:'Quarter', y:'Year'].get(interval?:'w')} from ${ec.l10n.format(topProductStart, 'dd MMM yyyy')} to ${ec.l10n.format((topProductEnd ? topProductEnd - 1 : null), 'dd MMM yyyy')})","热销产品(${[d:'天', w:'周', M:'月', q:'季度', y:'年'].get(interval?:'w')} from ${ec.l10n.format(topProductStart, 'dd MMM yyyy')} to ${ec.l10n.format((topProductEnd ? topProductEnd - 1 : null), 'dd MMM yyyy')})"
zh,Topic Subscriptions,订阅主题
zh,Total,合计
zh,Total Cost,总销成本
zh,Total Issued,出货总额
zh,Total Sales,总销售额
zh,Total Survey Response,调查响应合计
zh,Total Survey Response:,调查响应合计:
zh,Track Status,追踪状态
zh,Tracking,追踪
zh,Tracking Code,追踪码
zh,Tracking Codes,追踪码
zh,Tracking Status,追踪状态
zh,Trans Date,交易日期
zh,Transaction Date,交易日期
zh,Transaction Entries,凭证分录
zh,Transaction Reports,总帐交易报表
zh,Transactions,会计凭证
zh,Transfer Shipment List,调拨单列表
zh,Thread List,线程列表
zh,Trinidad And Tobago,特立尼达和多巴哥
zh,Truck / Equipment,卡车/设备
zh,Trust: ${contactInfo.postalTrustLevelEnum?.description ?: 'New'},信任级别: ${contactInfo.postalTrustLevelEnum?.description ?: '新'}
zh,Trust: ${contactInfo.postalTrustLevelEnum?.description ?: 'New'}${contactInfo.postalContactMech.validateMessage?'*':''},信任级别: ${contactInfo.postalTrustLevelEnum?.description ?: '新'}${contactInfo.postalContactMech.validateMessage?'*':''}
zh,Tunisia,突尼斯
zh,Turkey,火鸡
zh,Turkmenistan,土库曼斯坦
zh,Turks And Caicos Islands,特克斯和凯科斯群岛
zh,Tuvalu,图瓦卢
zh,UI Designer,界面设计师
zh,UOM,单位
zh,UOM Dimensions,度量
zh,URL,URL
zh,Uganda,乌干达
zh,Ukraine,乌克兰
zh,Unapply,撤销应用
zh,Un-apply,撤销应用
zh,Un-approve,撤销批准
zh,Unapplied,未核销
zh,Unapplied Incoming Payments,未核销的收入款
zh,Unapplied Outgoing Payments,未核销的支出款
zh,Uncancel,撤销取消
zh,Uncomplete Order,撤销订单完成
zh,Union,联盟
zh,Unit,单位
zh,United Arab Emirates,阿拉伯联合酋长国
zh,United Kingdom,英国
zh,United States,美国
zh,United States Minor Outlying Islands,美国本土外小岛屿
zh,Unlist,移出名单
zh,Unpaid Payables,未支付的应付款
zh,Unpaid Receivables,未支付的应收款
zh,Update Address,更新
zh,Update Cost & Owner,更新费用与拥有者
zh,Update Header,更新订单头
zh,Update Item,更新条目
zh,Update Order,修改订单
zh,Update Organization,更新组织
zh,Update Package,修改包装箱
zh,Update Page,更新页面
zh,Update Person,更新个人
zh,Update Purpose,更新用途
zh,Update Quantity,修改数量
zh,Update Rates,更新单价
zh,Update Shipment,更新运单
zh,Update Time Entry,更新工时记录
zh,Update User,更新用户
zh,Update to Current,更新到当前
zh,Upload,上传
zh,Upload Content,上传内容
zh,Upload File,上传文件
zh,Uruguay,乌拉圭
zh,Use Find Options to search for orders and when you have the set you want use the form to create picklists.,使用查询选项查找订单，然后创建拣货单。
zh,Use the Asset screen after create for depreciation and other settings.,创建后使用资产详情页面进行折旧和其他设置。
zh,Useful Years,可用年数
zh,User,用户
zh,User ${principalCollection.primaryPrincipal} is not in role ${roleName},用户${principalCollection.primaryPrincipal}不属于${roleName}角色
zh,User ${username} does not have permission ${permission},用户${username}没有权限${permission}
zh,User Account,用户账号
zh,User Account Detail,用户账号详情
zh,User Account List,用户账号列表
zh,"User must change password before first login, even if password is set here.",用户在第一次登录是需要修改密码，即使密码已在此处已设置。
zh,User Full Name,用户全名
zh,User Group,用户组
zh,User Group Detail,用户组详情
zh,User Group ID,用户组ID
zh,User Group List,用户组列表
zh,User Groups,用户组
zh,User ID,用户ID
zh,Username,用户名
zh,Username ${username} and/or password incorrect,用户名${username} 和/或者 密码错误
zh,Usernames,用户名
zh,Users,用户
zh,Uzbekistan,乌兹别克斯坦
zh,Valid From,生效日期
zh,Valid Thru,终止日期
zh,Validate,验证
zh,Validate Address,验证地址
zh,Value,值
zh,Value [${pv}] is not a decimal number.,值 [${pv}] 不是一个数字
zh,Value [${pv}] is not a whole (integer) number.,值 [${pv}] 不是一个整数
zh,Value entered (${parameterValue}) failed ${valNode.name} validation: ${t.message},${valNode.name} 输入的 ${parameterValue} 有错误：${t.message}
zh,Value entered ({0}) could not be converted to a {1}{2,choice
zh,"Value entered ({0}) could not be converted to a {1}{2,choice,0#|1# using format [}{3}{2,choice,0#|1#]}","值 ({0}) 不能{2,choice,0#|1# 按照格式 [}{3}{2,choice,0#|1#]}{3}{2,choice,0#|1#]}转化为{1}"
zh,Vanuatu,瓦努阿图
zh,Variance Reason,差异原因
zh,Variant Type,变体类型
zh,Vendor,供应商
zh,Vendor - Bill From,供应商 - 账单来自
zh,Vendor - Pick Up From,供应商 - 自提
zh,Vendor - Ship From,供应商 - 发货地
zh,Vendor Hour Rate,客户小时单价
zh,Vendor Invoice,客户账单
zh,Vendor Org,供应商
zh,Vendor Warehouse,供应商仓库
zh,Vendor/Org,供应商
zh,Vendors,供应商
zh,Venezuela,委内瑞拉
zh,Viet Nam,越南
zh,View Charts,查看图表
zh,View Document,查看文档
zh,View Old,旧联系方式
zh,View Pages,查看页面
zh,View Space,查看空间
zh,View Wiki Page,查看维基页面
zh,View/Edit Wiki Page,查看/编辑维基页面
zh,View/Print,查看/打印
zh,Virgin Islands (british),维尔京群岛（英属）
zh,Virgin Islands (u.s.),维尔京群岛（美国）
zh,Visibility,可见性
zh,Visit,访问
zh,Visit List,访问列表
zh,Visitor,游客
zh,Visits,访问
zh,Void Payment and Invoices,取消付款与账单应用
zh,WH/Line,仓库/产线
zh,WH ATP,仓库可用
zh,WH QOH,仓库在手
zh,Wallis And Futuna Islands,瓦利斯和富图纳群岛
zh,Warehouse Assets,仓库资产
zh,Warning: destination address is incomplete or invalid according to address validation.,警告：目的地址不完整或这无效。
zh,WARNING: items added this way will not be associated with an order and will not count toward order item shipped quantity.,警告：以这种方式添加的商品不会与订单关联，也不会计入订单商品的发货数量。
zh,Was Stored At,原存放
zh,Watcher,守望者
zh,Web Master,网站管理员
zh,Web Order BCC,Web订单密送
zh,Week,周
zh,Weight UOM,重量单位
zh,Western Sahara,西撒哈拉
zh,Wholesale,批发商
zh,Wholesale - Professional,批发 - 专业
zh,Wholesale - Retail Store,批发 - 零售店
zh,Width,宽度
zh,Wiki,维基
zh,Wiki Blogs,维基博客
zh,Wiki Blog Posts,维基博客文章
zh,Wiki Page,维基页面
zh,Wiki Pages,维基页面
zh,Wiki Space,维基空间
zh,Wiki Space ID,维基空间ID
zh,Wiki Spaces,维基空间
zh,Wiki Type,维基类型
zh,Wiki/Content,维基/内容
zh,With Children,带子条目
zh,Work Type,工作类型
zh,"Worked ${ec.l10n.format(project.actualWorkTime, '#.#')} hrs","已工作${ec.l10n.format(project.actualWorkTime, '#.#')}小时"
zh,Worker,工人
zh,Worker Hour Calc,工人小时计算
zh,Worker Hour Rate,工人小时单价
zh,Worker Invoice,工人账单
zh,Worker Piece Calc,工人计件计算
zh,Worker Piece Rate,工人计件单价
zh,Wrote ${curValuesWritten} records to file ${filename},已把${curValuesWritten}记录写进了文件${filename}
zh,Wrote ${valuesWritten} documents to file ${filename},已把${valuesWritten}文档写进了文件${filename}
zh,Wrote ${valuesWritten} records to file ${filename},已把${valuesWritten}记录写进了文件${filename}
zh,XLS Export,XLS倒出
zh,Xinjiang,新疆维吾尔自治区
zh,Xizang,西藏自治区
zh,Year,年
zh,Year Begin,年初
zh,Year Begin Depreciation,折旧开始年份
zh,Year Begin Net Book,年初净值
zh,Yemen,也门
zh,You must change your password before login.,登录前必须先修改密码
zh,Yugoslavia,南斯拉夫
zh,Yunnan,云南省
zh,Zambia,赞比亚
zh,Zero Quantity,零数量
zh,Zhejiang,浙江省
zh,Zimbabwe,津巴布韦
zh,"at ${ec.l10n.format(commEvent?.entryDate, 'yyyy-MM-dd HH:mm')}","时间：${ec.l10n.format(commEvent?.entryDate, 'yyyy-MM-dd HH:mm')}"
zh,"to ${ec.resource.expand('PartyNameTemplate','',toParty)}","收信人：${ec.resource.expand('PartyNameTemplate','',toParty)}"
